id,alwaysopen,_version,xcoord,ycoord
10103,false,0,9.8840464361157,57.036830869958
10104,true,0,9.9262212608304,57.042258619817
10105,false,0,9.9313267079863,57.039384553290
10107,true,0,9.0840273060424,54.939641561731
10108,true,0,9.2376542112572,54.931531935627
10111,false,0,8.8753744241653,54.948049405956
10116,true,0,12.493875174309,55.994820616310
10117,true,0,9.7741450599377,54.910981447531
10120,false,0,8.4683600000000,55.46292
10124,false,0,11.897383456302,55.015826021707
10128,false,0,10.619177716044,55.063499657713
10135,false,0,9.6469049874239,55.794704169521
10140,false,0,8.9472793291250,56.137458471578
10142,false,0,8.4534159008939,55.507467889347
10145,true,0,9.9960785109780,57.448690919610
10146,false,0,8.6120180749547,56.364048919516
10151,false,0,9.1496424873371,56.139295957500
10154,true,0,9.5604648158169,56.764445557517
10155,false,0,12.282596976593,56.070159027304
10156,false,0,8.9784756572647,56.108383735620
10157,false,0,8.7960948471412,56.262241354476
10158,true,0,9.0110573598847,56.408054158370
10160,true,0,9.9319961025309,57.059938619197
10169,false,0,9.2992449410000,55.981610619933
10171,false,0,10.049869338410,56.439275172114
10172,false,0,10.042169668100,56.476098258031
10177,true,0,9.9685008597754,57.260935161783
10189,false,0,8.8535461719708,56.793108422818
10191,false,0,9.4338589159240,56.448945746899
10195,true,0,9.3918687600757,56.450117921852
10198,true,0,9.6089410915376,54.932944677953
10199,true,0,9.4937825008174,55.325762440915
10201,true,0,9.4217879590740,55.040798864907
10206,true,0,8.1267172051381,56.015481040583
10208,true,0,10.166770269165,56.150452989853
10210,true,0,10.216080186927,56.174987147255
10212,false,0,10.195708753588,56.184394178019
10213,false,0,10.182620859366,56.139801170273
10216,true,0,11.140295185348,55.339687033633
10224,true,0,14.794746901071,55.281488184007
10226,true,0,10.314544036905,55.337858040768
10228,false,0,9.7479851629296,55.501428384527
10229,false,0,10.091786736792,55.551290878399
10230,true,0,9.8473320310352,55.843500439974
10234,false,0,10.113066499276,55.269866289747
10235,false,0,10.357140297185,55.367853689636
10237,false,0,10.475534887188,55.431440334756
10238,false,0,10.395108439980,55.304936246932
10243,true,0,9.560411,56.138618
10245,true,0,10.168532862612,56.164947358920
10246,false,0,10.403769793857,55.407741131017
10248,false,0,9.7141358724231,55.777811958120
10250,true,0,10.561178466538,55.372467118939
10252,false,0,11.151942779293,54.823925738713
10254,false,0,10.391624401957,55.361784143305
10255,true,0,11.854523625824,54.768135562946
10257,false,0,11.488558787134,54.775333762904
10260,false,0,11.804515850176,54.901943924778
10264,false,0,9.8888526183222,55.868204650160
10265,false,0,11.968940771482,55.121313673503
10266,false,0,12.284048740272,54.991723665129
10269,false,0,12.167989890019,55.218282182945
10270,false,0,10.040096374340,56.086322005781
10271,false,0,11.748068249171,55.227890395646
10276,true,0,11.975167108177,55.491700486838
